protein_id,class_id
5vfr_24_LA_S_model1,92
6bnp_2_J_D_model1,90
7bg9_4_D_L_model1,14
6t24_1_C_C_model1,90
3j3y_1_UU_fZ_model1,8
8tj6_2_D_D_model1,51
8ugh_52_KB_3U_model1,96
3x1u_5_J_H_model1,56
5i4l_19_S_C7_model1,0
4jhd_2_B_B_model1,61
5afu_6_N_H_model1,61
3j3q_1_LDA_Q_model1,8
7suk_11_K_L9_model1,16
3j3y_1_RM_dC_model1,8
4u4q_15_O_C3_model1,91
5dge_24_X_D2_model1,17
5dge_53_CE_m7_model1,37
5lf4_8_V_V_model1,71
8bqx_8_H_G_model1,0
3j3q_1_ZE_lP_model1,8
8oi6_1_A_A_model1,61
7u46_3_C_C_model1,31
1git_1_A_A_model1,94
7n8b_47_UA_BC_model1,87
6bht_1_C_C_model1,25
3dle_1_A_A_model1,22
8av6_11_S_S_model1,14
1p3b_5_J_H_model1,93
4kz9_1_B_B_model1,54
4lv2_1_B_B_model1,54
7zw0_7_G_sR_model1,87
6j4y_21_U_c_model1,86
3j3q_1_LC_N_model1,8
7lum_8_O_G_model1,7
4u4q_23_XC_d1_model1,83
6bht_1_L_L_model1,25
8tj6_2_F_F_model1,51
7cin_1_A_A_model1,57
2o5o_1_A_X_model1,15
4u4u_19_S_C7_model1,0
6gsm_6_F_C_model1,65
6zkf_40_OA_v_model1,81
5b24_3_G_G_model1,86
7lup_8_P_O_model1,7
4g5r_1_B_B_model1,94
4h4m_1_A_A_model1,9
6vyp_4_H_H_model1,70
7dz8_3_C_C_model1,43
8y0u_28_BA_LX_model1,62
6epd_13_M_6_model1,28
6hhq_26_SB_8_model1,62
5mvy_1_F_F_model1,90
8bji_1_A_A_model1,90
5b33_4_H_H_model1,56
5vfu_31_EA_T_model1,33
6em1_19_S_E_model1,5
4u4r_15_O_C3_model1,91
5x0x_4_H_H_model1,70
4j8w_3_G_G_model1,14
7pj1_1_A_A_model20,14
7pfa_4_L_N_model1,79
3aze_3_G_G_model1,86
1p3b_5_F_D_model1,93
8cf5_64_LB_f_model1,87
3j3y_1_XH_hK_model1,8
3j3y_1_DEA_3K_model1,8
4a0o_1_K_K_model1,66
6xir_31_EA_a_model1,74
7nkx_14_R_h_model1,80
3j3q_1_LGA_W_model1,8
4u4q_61_KE_n5_model1,62
3j3y_1_WJ_gg_model1,8
3azj_4_H_H_model1,56
3j3q_1_WJA_j6_model1,8
3av2_4_H_H_model1,56
1s1u_1_A_A_model1,32
6wvt_1_D_F_model1,90
5mei_8_H_n_model1,5
8agv_48_VA_w_model1,55
7nep_1_F_F_model1,90
3j3q_1_IX_8O_model1,8
7nan_10_J_J_model1,69
8smy_4_D_D_model1,56
6i84_6_J_W_model1,80
3j3q_1_KDA_9Q_model1,8
3j3y_1_AL_1L_model1,8
3j3q_1_FJA_5U_model1,8
3j3q_1_SOA_fy_model1,8
7dbh_3_G_G_model1,86
3j3q_1_HNA_7G_model1,8
3j3q_1_PL_dN_model1,8
3j3q_1_JB_8W_model1,8
2v1e_1_A_A_model1,15
6t1y_1_E_E_model1,90
6anu_1_B_B_model1,61
5xm0_3_C_C_model1,86
6waz_1_A_A_model1,32
5vtr_2_B_B_model1,59
3j3y_1_U_ex_model1,8
3j3y_1_GO_5p_model1,8
8sn6_3_G_G_model1,14
5vty_2_D_D_model1,59
7v9c_6_N_N_model1,56
3tpq_1_C_C_model1,90
8i9u_4_L_L_model1,52
3une_8_V_j_model1,3
6t24_1_E_E_model1,90
7so1_1_A_A_model1,9
7uuw_1_A_A_model1,90
7kjv_1_A_A_model1,32
3j3y_1_XIA_hN_model1,8
5nw4_11_R_V_model1,61
7w3i_19_GA_R_model1,60
1mwd_1_B_B_model1,88
6l9h_4_H_H_model1,56
3j3q_1_DK_3q_model1,8
8a2r_1_B_B_model1,90
3j3y_1_VNA_g6_model1,8
7zux_44_RA_EE_model1,2
6qb8_3_C_D_model1,52
8d3b_1_B_B_model1,8
6upw_2_F_D_model1,90
5ndv_18_RC_m7_model1,37
8x7k_3_C_C_model1,14
8t9f_7_K_H_model1,80
7w3i_21_IA_T_model1,33
6kdk_1_A_A_model1,32
5obm_26_Z_n5_model1,62
8d3b_1_C_C_model1,8
3j3q_1_BPA_2K_model1,8
8v4y_4_D_D_model1,70
5lf3_8_H_H_model1,71
1o1c_4_CA_2_model1,90
7z34_31_EA_Z_model1,45
4pki_1_A_A_model1,90
8qui_1_A_A_model1,25
7ohc_4_D_D_model1,70
3j3q_1_TAA_gL_model1,8
1mqm_2_B_B_model1,51
7wz3_1_A_A_model1,7
6qc5_40_OA_B8_model1,81
3j3y_1_BE_1r_model1,8
4v9m_24_FC_BC_model1,11
3j3q_1_R_ef_model1,8
6xbl_2_B_A_model1,21
3j3q_1_XB_jf_model1,8
8ewb_63_KB_Aa_model1,74
5vtz_2_F_F_model1,59
6se6_3_C_C_model1,14
8tof_10_P_g_model1,40
3j3y_1_FY_5K_model1,8
7x7y_3_K_d_model1,52
8cxb_15_EA_M_model1,33
5lex_8_V_V_model1,71
6xiq_33_GA_a_model1,74
8ugi_52_KB_3U_model1,96
8c3a_69_QB_DJ_model1,4
8tj4_2_B_B_model1,51
3j3y_1_QIA_cN_model1,8
5orw_1_A_A_model1,67
5mei_71_LD_X_model1,17
7dbp_4_D_C_model1,14
5m1j_30_DA_W2_model1,17
6dtw_1_A_A_model1,32
6zg8_1_A_G_model1,38
6r70_11_X_X_model1,69
7lup_7_M_A_model1,75
7zw0_14_N_sW_model1,16
3mgr_4_D_D_model1,70
3j3y_1_BP_2C_model1,8
8bkh_1_A_A_model1,15
7qsn_37_LA_l_model1,81
6v2k_3_C_C_model1,86
3j3q_1_TN_gk_model1,8
3a6n_3_C_C_model1,86
1o1b_4_W_W_model1,90
7x7y_1_A_A_model1,7
3b6g_5_E_C_model1,14
8cf5_71_SB_m_model1,16
7blx_3_C_C_model1,43
3j3q_1_XT_kE_model1,8
8syp_3_G_G_model1,14
3j3y_1_ZKA_iu_model1,8
7pmf_3_C_C_model1,90
7egp_14_S_V_model1,70
2jj1_3_N_N_model1,38
3j3q_1_UQ_hf_model1,8
3j3y_1_GM_5l_model1,8
1myj_1_B_B_model1,88
6snt_51_YA_v_model1,37
3j3q_1_MHA_an_model1,8
3m6g_1_A_A_model1,90
6t20_1_B_B_model1,90
3j3q_1_KG_9V_model1,8
8iht_4_D_D_model1,70
4qlc_5_I_G_model1,14
8cdr_39_MA_M_model1,74
3j3q_1_QJ_e8_model1,8
4u4o_19_TC_c7_model1,0
3j3y_1_FPA_58_model1,8
6tbw_1_A_A_model1,54
3j3y_1_YEA_hy_model1,8
7pf2_4_D_D_model1,79
3j3q_1_VLA_iL_model1,8
5okd_8_H_H_model1,46
7v9s_3_O_Q_model1,14
6mup_4_D_D_model1,56
6t83_23_W_Vb_model1,83
5dgv_4_EC_s2_model1,87
3j78_63_KB_17_model1,0
1rev_1_A_A_model1,22
6jr0_4_H_H_model1,56
5obm_48_ZD_s2_model1,87
3j3y_1_ONA_b6_model1,8
3j3q_1_VIA_iF_model1,8
1ntz_8_H_H_model1,46
7ztc_1_G_G_model1,61
7snq_1_F_F_model1,25
7uti_1_P_R_model1,90
7pm6_3_I_G_model1,90
2aro_1_A_A_model1,14
6nr9_8_P_P_model1,35
8q4a_37_LA_l_model1,81
5b40_3_G_G_model1,86
6lqu_9_I_SK_model1,16
3j34_1_DA_E_model1,8
8smy_3_C_C_model1,14
7nht_12_L_L_model1,92
8c4c_1_G_G_model1,90
7mpj_64_LB_Aa_model1,74
8ic0_2_B_B_model1,21
8svf_4_H_H_model1,70
8aaf_11_K_K_model1,62
3j3q_1_TF_gU_model1,8
8sn8_3_C_C_model1,14
3j3y_1_YJ_i6_model1,8
5vu4_2_F_F_model1,59
8u5h_8_M_S_model1,80
3j3y_1_ZT_t_model1,8
8cf5_37_KA_L_model1,45
3j3y_1_KE_8M_model1,8
4v6i_16_P_AO_model1,91
3j3q_1_OIA_cT_model1,8
8uxw_8_I_I_model1,90
4v8z_26_Z_AR_model1,0
7pmi_2_B_C_model1,90
7nan_12_L_L_model1,92
7vie_5_E_D_model1,21
2rvq_1_A_C_model1,14
8cxb_13_O_Y_model1,60
3j3y_1_MCA_9k_model1,8
1m8q_4_P_3_model1,90
6kix_4_D_D_model1,56
4kz7_1_B_B_model1,54
7zrs_27_AA_AV_model1,83
7u0g_4_H_H_model1,56
8eub_61_IB_Aa_model1,74
4u53_23_XC_d1_model1,83
4u56_24_YC_d2_model1,17
3j3y_1_MW_T_model1,8
7v5g_6_F_F_model1,92
3j3y_1_LF_96_model1,8
2o5b_1_A_X_model1,15
8irt_1_A_A_model1,64
4u4y_61_IB_N5_model1,62
8a2r_1_C_C_model1,90
3j3y_1_VPA_gA_model1,8
3j8i_1_D_G_model1,90
7qso_37_LA_l_model1,81
5l4g_11_K_4_model1,33
3azk_3_G_G_model1,86
4fqr_2_J_J_model1,59
6y9z_1_M_k_model1,8
1hq3_2_B_B_model1,56
5tbw_71_KD_X_model1,17
5avc_3_C_C_model1,86
3m3n_1_B_B_model1,90
6t7i_59_GB_LX_model1,62
1o1g_4_DA_4_model1,90
6esf_4_H_H_model1,70
7u47_4_O_O_model1,34
3j3y_1_KDA_8L_model1,8
7yu7_1_A_A_model1,21
6t7t_62_JB_La_model1,74
6vpv_3_N_C_model1,41
8ceh_37_KA_L_model1,45
3mvd_4_D_D_model1,70
8shn_8_P_z_model1,75
6n8o_37_KA_n_model1,74
8xvg_7_L_K_model1,61
6r91_4_D_D_model1,56
5m1j_78_ZB_E5_model1,5
3b6f_5_E_C_model1,14
8d16_1_C_C_model1,90
6qnw_3_L_L_model1,10
8bqd_35_IA_b_model1,17
8ugj_37_LA_1l_model1,18
3j3q_1_RD_em_model1,8
8afi_1_M_I_model1,85
8cxb_15_Q_a_model1,33
6uz7_65_MB_R_model1,12
5tsx_1_F_F_model1,25
4u6f_43_RD_l6_model1,5
4wzd_26_DC_79_model1,6
1p3o_4_I_G_model1,49
3j3y_1_XI_hM_model1,8
4b2t_1_A_A_model1,44
6uxw_4_D_U_model1,70
3j3q_1_JHA_8j_model1,8
3j3q_1_BI_25_model1,8
3j3q_1_OZ_d_model1,8
6s47_59_GB_BO_model1,91
3j3y_1_TPA_ek_model1,8
8bvw_37_KA_c_model1,49
4v0u_1_M_M_model1,90
3j3y_1_XN_hW_model1,8
6rgq_9_I_I_model1,71
6v2f_1_A_A_model1,25
8vfx_3_G_G_model1,14
6t7t_21_U_SR_model1,0
7scy_5_I_G_model1,86
3j3q_1_GN_6Q_model1,8
8gur_1_A_A_model1,21
4u3u_53_AB_M7_model1,37
7uqz_33_GA_Z_model1,45
3j3y_1_HPA_6a_model1,8
5i4l_15_O_C3_model1,91
8cdl_63_KB_f_model1,87
4uo7_2_F_F_model1,51
7tpt_8_O_O_model1,90
7v5p_1_A_A_model1,88
7v9s_4_L_N_model1,56
6bsj_1_A_A_model1,32
4z5t_4_D_D_model1,56
3j3y_1_HV_6i_model1,8
3j3q_1_V_hy_model1,8
6z1u_3_G_G_model1,38
4zux_4_H_H_model1,80
7ahn_1_B_B_model1,90
4uo2_2_B_B_model1,51
3j3y_1_NHA_aC_model1,8
6iug_1_A_A_model1,61
7v5g_7_N_N_model1,33
3j3y_1_PAA_bP_model1,8
7nht_11_K_K_model1,60
8sfe_6_G_G_model1,24
3j3y_1_AC_13_model1,8
5gxq_3_G_G_model1,86
3j3q_1_AR_1X_model1,8
3j3y_1_NQ_aT_model1,8
3j3q_1_EO_4o_model1,8
1ijj_1_A_A_model1,90
7w38_19_S_t_model1,33
2yjf_1_D_D_model1,90
6qik_20_T_U_model1,37
3j3y_1_W_gN_model1,8
6ltj_3_G_G_model1,14
8sgq_7_O_d_model1,52
1tzy_2_F_F_model1,56
2pyo_5_E_C_model1,14
3m6g_1_B_B_model1,90
3j3y_1_SE_df_model1,8
6n03_1_A_A_model1,19
1a6n_1_A_A_model1,19
8d18_1_B_B_model1,90
7ash_1_J_J_model1,8
1c3b_1_A_A_model1,54
6y5d_3_G_G_model1,14
7pfa_4_H_H_model1,79
8dxl_1_A_A_model1,9
8guj_4_D_D_model1,56
3j3y_1_VU_gH_model1,8
3j3y_1_DW_3q_model1,8
7v9s_4_P_R_model1,56
4u4u_53_CE_m7_model1,37
3j3y_1_F_4d_model1,8
7y00_3_C_C_model1,86
7zpq_43_QA_BE_model1,2
6t1y_1_C_C_model1,90
3j3q_1_GMA_6P_model1,8
7tan_3_C_C_model1,14
3di6_1_A_A_model1,22
5on6_18_R_x_model1,37
7pm8_4_D_C_model1,90
6sef_3_G_G_model1,14
3j3q_1_HN_7F_model1,8
8h1t_3_G_G_model1,14
4u3n_61_KE_n5_model1,62
6y9y_1_B_B_model1,8
6nr8_10_J_D_model1,52
1l0n_8_H_H_model1,46
8e5t_5_E_E_model1,5
8x21_1_D_C_model1,32
3j3y_1_NV_aa_model1,8
8bqx_48_VA_BM_model1,2
3j3q_1_JH_8i_model1,8
7w3m_20_T_t_model1,33
3j3y_1_LN_9M_model1,8
3b63_5_H_H_model1,90
4a0v_1_D_D_model1,66
6nr9_4_L_L_model1,52
3lue_1_A_A_model1,61
3j3y_1_ES_4U_model1,8
5vqz_1_A_A_model1,32
8cah_18_R_Y_model1,91
3j3q_1_QA_dr_model1,8
7zux_9_I_DC_model1,87
6zzx_3_C_C_model1,43
6y5j_2_F_F_model1,53
8fyl_1_A_A_model1,21
6ven_4_H_H_model1,56
7u0g_4_D_D_model1,56
4u4q_19_S_C7_model1,0
8q3m_3_G_GGG_model1,14
8dmx_1_C_C_model1,90
3j3y_1_LPA_9R_model1,8
8j7b_7_G_C_model1,43
7w3k_17_EA_S_model1,92
3j3q_1_XQ_k8_model1,8
7oh3_28_BA_Z_model1,45
4qnb_1_A_A_model1,25
8v26_4_H_H_model1,56
5dgv_64_NE_n8_model1,74
3j3y_1_WOA_gr_model1,8
3j3y_1_QLA_cT_model1,8
3j3y_1_HE_6D_model1,8
7u0i_4_D_D_model1,56
6t7t_41_OA_LE_model1,2
3h4e_1_I_I_model1,25
6zdj_1_C_C_model1,8
7w39_18_R_R_model1,60
8iah_5_R_H_model1,61
8a2t_1_D_D_model1,90
3j3y_1_TC_eJ_model1,8
6eml_23_W_a_model1,83
7wz3_5_J_g_model1,24
4uo2_2_F_F_model1,51
4v88_61_IB_BX_model1,62
3j3y_1_NX_ac_model1,8
3j3q_1_HHA_74_model1,8
6nrb_4_D_D_model1,52
3j3q_1_HGA_72_model1,8
8w9f_7_M_g_model1,14
2w49_5_O_H_model1,90
4u4y_43_RD_l6_model1,5
6vyp_4_N_d_model1,70
5dgv_23_XC_d1_model1,83
3j3y_1_OJ_ay_model1,8
4v4p_3_C_AC_model1,6
4g5s_1_B_B_model1,94
4jxg_1_B_B_model1,54
7ohq_31_EA_a_model1,74
5lyb_4_D_S2_model1,87
6ke6_13_M_SO_model1,91
4ym6_3_C_C_model1,86
3b63_5_N_N_model1,90
6skn_1_M_M_model1,8
7x9y_1_A_A_model1,64
3j3y_1_YHA_i3_model1,8
3j3q_1_SPA_g_model1,8
8fe8_1_A_A_model1,9
5e5a_5_J_H_model1,80
3j3q_1_EL_4i_model1,8
5lex_8_H_H_model1,71
3j3q_1_YX_lB_model1,8
7asl_1_F_F_model1,8
6wkr_11_O_R_model1,14
3j3q_1_WE_iw_model1,8
5gse_4_N_N_model1,56
8sn1_3_G_G_model1,14
6fyx_25_Y_V_model1,23
4u50_23_W_D1_model1,83
1llb_1_A_A_model1,54
7pii_3_C_C_model1,31
3j3y_1_FNA_54_model1,8
8hki_5_I_G_model1,24
3t19_1_B_B_model1,22
7w3c_20_T_t_model1,33
3j4f_1_B_B_model1,8
8cgn_35_JA_L_model1,45
7snq_1_B_B_model1,25
3m8p_1_A_A_model1,22
6smu_1_E_E_model1,8
6kll_1_C_C_model1,90
6ik9_1_D_C_model1,32
6y5k_2_B_B_model1,53
3j3q_1_SYA_gH_model1,8
4wu9_4_H_H_model1,70
7c0m_3_G_G_model1,86
6woo_29_CA_a_model1,74
3j3y_1_RF_cz_model1,8
5vtq_2_F_F_model1,59
3j3y_1_JC_7a_model1,8
4ym6_4_D_D_model1,56
3j3q_1_ZOA_ls_model1,8
7o3c_8_R_S_model1,96
3j3q_1_BTA_2S_model1,8
1k0t_1_A_A_model26,41
3w99_3_G_G_model1,86
3j3q_1_HMA_7E_model1,8
7x0s_1_J_z_model1,75
7ktq_4_H_H_model1,56
5obm_8_IC_l6_model1,5
7ash_1_B_B_model1,8
3j3q_1_BF_2_model1,8
5dat_23_XC_d1_model1,83
3j3y_1_BT_2K_model1,8
6kdn_1_A_A_model1,32
8qyo_8_H_H_model1,71
5fug_2_B_B_model1,56
3kxb_4_H_H_model1,70
5mva_1_W_W_model1,90
1mdu_2_D_E_model1,90
5lf6_14_N_a_model1,33
3j3q_1_YNA_kt_model1,8
7qj6_1_A_e_model1,61
3j3y_1_FH_4s_model1,8
2aso_1_A_A_model1,90
5fcj_15_PC_c3_model1,91
3j3q_1_RB_ei_model1,8
7cow_6_N_N_model1,56
5tgm_4_EC_s2_model1,87
6djn_1_D_D_model1,90
8r8w_1_A_A_model1,15
3j3y_1_HAA_66_model1,8
3j3q_1_IQ_8A_model1,8
5b24_3_C_C_model1,86
8y0u_20_T_LP_model1,37
6nr8_8_P_J_model1,13
4dc8_1_A_A_model1,15
4u51_43_QA_L6_model1,5
8agu_3_C_C_model1,37
6nwa_3_C_C_model1,41
5t62_27_AA_k_model1,62
6r0c_4_H_H_model1,34
3lan_1_B_B_model1,22
8bzl_11_Y_Y_model1,60
8g8b_4_D_D_model1,70
5xm1_3_G_G_model1,86
6y5e_4_D_D_model1,56
7otn_1_A_A_model1,47
8ots_3_C_C_model1,86
6z1r_3_G_G_model1,38
6woo_26_Z_X_model1,62
6pgk_3_C_N_model1,41
6uc0_1_G_G_model1,90
7nvl_3_C_D_model1,52
7evy_1_A_A_model1,21
8v7l_4_H_H_model1,70
7o3h_8_H_H_model1,96
6y9x_1_K_e_model1,8
3j0s_1_H_H_model1,61
6tb3_38_LA_BT_model1,55
3j3q_1_NB_bP_model1,8
4u53_4_EC_s2_model1,87
1kx4_5_F_D_model1,70
3j3q_1_BKA_2A_model1,8
7u47_3_R_R_model1,31
4u56_15_O_C3_model1,91
7pdz_3_C_I_model1,61
2hf4_1_A_A_model1,61
3j3y_1_PIA_bf_model1,8
3j3y_1_SPA_e1_model1,8
7nao_13_AA_M_model1,33
5b1l_4_H_H_model1,56
3j3y_1_BKA_23_model1,8
3j3q_1_FL_5X_model1,8
3j3y_1_IMA_7C_model1,8
7n8b_67_OB_BW_model1,17
4v88_11_LC_CJ_model1,16
6tb3_25_Y_a_model1,83
4e3i_1_B_B_model1,54
8g57_4_H_G_model1,14
6ke9_4_D_D_model1,56
3j3y_1_LDA_93_model1,8
3j3y_1_GMA_5m_model1,8
4wqu_3_JB_CC_model1,11
1mni_1_B_B_model1,88
3j3q_1_AFA_1A_model1,8
3j3q_1_PJA_dK_model1,8
5t62_30_DA_n_model1,74
5ood_1_C_C_model1,90
5gt0_4_H_H_model1,34
8i7v_2_B_B_model1,21
3j34_1_S_f_model1,8
8cvs_12_L_L_model1,92
7wg5_3_C_AC_model1,43
3j3q_1_TQ_gq_model1,8
1hgg_2_B_B_model1,53
8cdr_83_EC_y_model1,17
3j3q_1_HOA_7I_model1,8
7x3w_3_C_C_model1,40
6qb8_1_A_A_model1,7
4m63_2_C_C_model1,61
6upv_2_G_E_model1,90
8evr_8_H_BJ_model1,16
2mya_1_A_A_model1,19
7krc_1_A_A_model1,9
3j3q_1_TYA_h6_model1,8
4u4y_43_QA_L6_model1,5
7whg_1_B_B_model1,90
6ijo_3_C_C_model1,43
8kd3_8_J_R_model1,70
5oxv_3_L_M_model1,40
3j3q_1_OYA_cz_model1,8
5xte_5_P_R_model1,96
8yvg_9_AA_S_model1,28
2o5s_1_A_X_model1,15
1k0t_1_A_A_model30,41
6skn_1_B_B_model1,8
6gsm_25_Y_V_model1,23
6nsg_2_B_B_model1,51
7by0_4_H_H_model1,56
3j3q_1_EQA_4t_model1,8
7uti_1_F_H_model1,90
5on6_59_ZC_s9_model1,16
4u4u_53_AB_M7_model1,37
3j3q_1_YM_kq_model1,8
1hgi_2_D_D_model1,53
7qyb_31_SA_s_model1,92
4kz8_1_A_A_model1,54
3j3y_1_EIA_4B_model1,8
7v9k_3_C_G_model1,14
5dc3_4_D_S2_model1,87
7w3k_16_P_r_model1,60
1kvm_1_A_A_model1,54
7xfj_3_G_G_model1,49
4u56_11_K_S9_model1,16
3j3q_1_F_5A_model1,8
1p34_4_I_G_model1,49
7scz_6_J_H_model1,56
8uz0_1_H_Q_model1,90
3j34_1_JA_Q_model1,8
6s05_22_V_W_model1,62
5lez_12_Z_Z_model1,92
3j3y_1_OZ_bM_model1,8
3j3q_1_AY_1l_model1,8
8w9e_7_M_g_model1,14
5tgm_19_S_C7_model1,0
5mc6_19_S_R_model1,87
4nm8_2_D_D_model1,59
3j3q_1_UY_hv_model1,8
3j3y_1_QCA_cB_model1,8
3j3y_1_IKA_78_model1,8
3j3y_1_PMA_bn_model1,8
8off_4_G_Ab_model1,14
8f8q_1_A_A_model1,90
4u4y_24_X_D2_model1,17
8iej_1_E_G_model1,14
6uz7_69_QB_V_model1,23
6msb_33_VA_t_model1,33
6gq1_70_RB_AM_model1,17
6vec_1_I_I_model1,90
7qxp_31_EA_S_model1,92
3j3q_1_WJ_j5_model1,8
5lf6_14_CA_M_model1,33
4u3m_4_D_S2_model1,87
6hhq_28_BA_AA_model1,45
6t83_23_XC_w_model1,83
8pkj_4_H_H_model1,34
7u8l_2_B_B_model1,51
8thx_1_D_D_model1,61
5gjr_32_TA_u_model1,33
3j3q_1_MEA_ah_model1,8
5vqv_1_A_A_model1,32
6a5p_19_W_h_model1,56
3j3q_1_BC_1u_model1,8
3j3q_1_SMA_fu_model1,8
8cbj_31_EA_V_model1,83
3j3q_1_BQ_2L_model1,8
6y5j_2_E_D_model1,53
7mpi_14_N_BN_model1,91
3j3y_1_HT_6g_model1,8
7naq_12_Z_Z_model1,92
8d16_1_D_D_model1,90
8agz_49_WA_w_model1,55
7o7f_1_A_A_model1,21
7uuw_1_C_C_model1,90
3j3q_1_SK_fp_model1,8
7ztd_1_H_H_model1,61
3x1s_3_C_C_model1,14
2gwk_1_B_B_model1,90
3j3y_1_VQA_gC_model1,8
3j3y_1_MPA_K_model1,8
6znm_2_B_H_model1,61
7zuw_61_IB_BW_model1,62
4a0w_1_C_C_model1,66
5nbl_2_D_D_model1,61
3j3q_1_YY_lD_model1,8
7ug6_30_DA_a_model1,74
5tbw_62_BD_O_model1,91
6ler_3_M_M_model1,14
3j3q_1_BAA_1r_model1,8
8sgl_8_P_z_model1,75
2zsq_1_A_A_model1,19
8kd5_5_F_R_model1,70
7uxf_1_C_C_model1,90
7a37_1_B_B_model1,48
5x7x_4_D_D_model1,56
8x1c_2_B_B_model1,34
8ccs_82_DC_y_model1,17
8esu_1_A_A_model1,88
3j3q_1_DC_3a_model1,8
4u4r_63_KB_N7_model1,45
3j3y_1_KL_8a_model1,8
3j3y_1_RNA_dF_model1,8
1p3p_5_F_D_model1,93
3j3q_1_ZM_ln_model1,8
7b7d_20_T_G_model1,0
7xvl_4_D_H_model1,56
8agx_3_C_C_model1,37
8hy0_4_H_H_model1,70
2hdr_1_A_A_model1,54
2w6g_3_G_G_model1,38
6msk_32_FA_S_model1,92
6skn_1_P_P_model1,8
3j3y_1_DRA_3k_model1,8
4u3u_43_QA_L6_model1,5
3j3y_1_UCA_f2_model1,8
4u3m_53_AB_M7_model1,37
7pmj_3_C_C_model1,90
8rv2_1_A_A_model1,90
7v30_26_AA_c_model1,18
6l4a_4_R_R_model1,56
5jlh_1_B_B_model1,61
8xzi_2_B_A_model1,64
7e8i_5_E_C_model1,14
7ohp_16_P_P_model1,37
4u4y_19_TC_c7_model1,0
3j3y_1_PK_bi_model1,8
6kdo_1_A_A_model1,32
5ood_1_E_E_model1,90
3kle_1_G_M_model1,32
6nrd_8_H_H_model1,35
4jxv_1_B_B_model1,54
8ru2_1_B_C_model1,61
4u4n_61_KE_n5_model1,62
6n8j_10_J_E_model1,5
7u50_4_D_D_model1,34
8rad_1_A_A_model1,15
7v9c_6_J_H_model1,56
7vif_5_E_D_model1,21
8ib2_2_D_D_model1,61
1mqn_2_D_E_model1,51
7vwl_11_K_c_model1,18
7u51_4_H_H_model1,34
7ahq_1_D_D_model1,90
3j3q_1_LS_aI_model1,8
7nkx_14_N_d_model1,80
8t31_1_G_G_model1,85
7u8j_2_B_B_model1,51
3j3q_1_URA_hi_model1,8
4o44_1_A_A_model1,9
3j3q_1_LVA_aP_model1,8
3j3q_1_KIA_9a_model1,8
3j3y_1_HNA_6W_model1,8
6vau_1_A_A_model1,90
3j3q_1_ZJA_li_model1,8
3j3y_1_XJ_hO_model1,8
2w6i_3_G_G_model1,38
1mno_1_A_A_model1,88
4a13_1_B_B_model1,66
8siy_5_E_F_model1,70
3b63_5_J_J_model1,90
3j3y_1_DOA_3e_model1,8
8ord_1_A_A_model1,61
3j3q_1_UYA_hw_model1,8
3j3q_1_PA_d1_model1,8
5tgm_53_AB_M7_model1,37
5i4l_23_W_D1_model1,83
2jj1_3_G_G_model1,38
3j3q_1_UNA_ha_model1,8
3j3q_1_ISA_8F_model1,8
8ceo_50_XA_y_model1,70
3j3y_1_XLA_hT_model1,8
3j3y_1_ADA_16_model1,8
2noq_7_G_G_model1,55
3j3q_1_BS_2P_model1,8
8a2y_1_D_D_model1,90
3x1v_5_F_D_model1,56
6nrd_4_D_D_model1,52
3j3q_1_YVA_l8_model1,8
8cvs_13_AA_M_model1,33
3j3y_1_ZX_x_model1,8
6l49_4_V_V_model1,56
7v5q_1_A_A_model1,88
4v88_64_LB_Ba_model1,74
6y9w_1_M_k_model1,8
3j3y_1_DS_3l_model1,8
4v8y_39_MA_BE_model1,5
2w6f_3_G_G_model1,38
4v8x_38_MA_BC_model1,11
3j3y_1_JL_7s_model1,8
5mva_1_E_E_model1,90
4u4r_15_PC_c3_model1,91
1hgf_2_F_F_model1,53
3wim_1_A_A_model1,85
1bvd_1_A_A_model1,19
5tbw_71_TE_d2_model1,17
8guq_1_A_A_model1,21
9c57_7_J_J_model1,61
7blz_6_F_C_model1,43
7sx8_1_E_E_model1,90
3j3q_1_ZVA_s_model1,8
1xgj_1_A_A_model1,54
3j3y_1_WB_gQ_model1,8
6gqb_20_T_P_model1,37
1bzr_1_A_A_model1,19
3j3q_1_NWA_c5_model1,8
4v8z_30_DA_AV_model1,83
7pet_4_Y_r_model1,79
4u4q_53_AB_M7_model1,37
3j3q_1_QM_eE_model1,8
4u51_63_ME_n7_model1,45
6woo_18_R_P_model1,37
1ll9_1_B_B_model1,54
3j3q_1_JAA_8V_model1,8
8upf_3_F_H_model1,56
6see_3_G_G_model1,14
6c1h_1_A_A_model1,90
3j3q_1_REA_ep_model1,8
3j3q_1_YDA_kZ_model1,8
3j3q_1_ECA_4R_model1,8
6usj_5_S_Q_model1,86
5ndg_24_YC_d2_model1,17
3fj5_1_B_B_model1,48
3j3q_1_GBA_63_model1,8
5b2j_3_C_C_model1,86
7snq_1_I_I_model1,25
5zf0_3_YA_C6_model1,41
7nvn_1_J_a_model1,7
7v9k_3_EA_M_model1,14
6l49_3_M_M_model1,86
8u14_3_F_H_model1,56
3j3y_1_XS_hg_model1,8
1zho_2_F_C_model1,6
8shg_9_I_Z_model1,75
8thy_1_A_A_model1,61
2yjf_1_C_C_model1,90
7asl_1_G_G_model1,8
7xt7_28_FA_g_model1,86
1myf_1_A_A_model1,19
3j3q_1_KCA_9O_model1,8
